"phip" "maxpro" "cd2" "upd" "cor1" "design" "iteration"
"maximin47" 0.0229750240046969 73.9273114016658 1.16473690985326 0.0193349967835387 0.0226860223695667 "maximin" 48
"MaxPro47" 0.0290598525612286 31.8364524786768 1.24674494463208 0.0195075148325161 0.0634493670886076 "MaxPro" 48
"ud47" 0.0264704957648869 35.1829908675201 0.706144301550093 0.00863446795751968 0.00599507735583685 "ud" 48
"UniPro47" 0.0297593550052465 42.7208769205479 0.942814522853119 0.00829121931773258 0.00434414975554216 "UniPro" 48
"randomLHD47" 0.0423626731922532 108.238624976628 2.28438147019405 0.0408563590882351 0.104891668341035 "randomLHD" 48
"maximin48" 0.0230322319643181 96.039774054924 1.25022187634642 0.0212952301994054 0.0285253834304467 "maximin" 49
"MaxPro48" 0.0280703807815087 33.8172937823987 1.29184464729841 0.0199627564445332 0.0526865246801956 "MaxPro" 49
"ud48" 0.0276042094455165 34.1292756166983 0.707511026009433 0.00871803816537876 0.00625460451409819 "ud" 49
"UniPro48" 0.0317166847892101 40.6573608410105 0.90318580845028 0.00850754317027434 0.00501808318264014 "UniPro" 49
"randomLHD48" 0.0347055118327002 131.147643278511 2.37374786078832 0.0407559954930851 0.0904041926193825 "randomLHD" 49
"maximin49" 0.0230608628445954 108.685687607669 1.25865344234386 0.0210576290554529 0.0307849440760833 "maximin" 50
"MaxPro49" 0.0287179016769297 35.6237403174509 1.29502796149152 0.0209250846741626 0.0565660371040118 "MaxPro" 50
"ud49" 0.0266238620418778 36.1402831634706 0.710255547548511 0.00869312056283426 0.00776488513830286 "ud" 50
"UniPro49" 0.031453884155123 39.9182675252581 0.881452964984142 0.00846126762269923 0.00532198111312035 "UniPro" 50
"randomLHD49" 0.0445097320658098 179.580358508037 2.25124447390144 0.039363508920829 0.100976156988815 "randomLHD" 50
"maximin50" 0.0229996467196844 76.5711165289469 1.24085804955365 0.0210506143721242 0.0325731699149421 "maximin" 51
"MaxPro50" 0.0290531222465091 34.1045736575115 1.27490574827822 0.0194165114145425 0.0524989953787422 "MaxPro" 51
"ud50" 0.026185333410267 35.4800735539562 0.708362402220764 0.00874493069118049 0.00816924519456165 "ud" 51
"UniPro50" 0.0306804273726485 42.503809003056 0.905376515589218 0.00845799352252145 0.00484562320005358 "UniPro" 51
"randomLHD50" 0.0478246851751884 149.195821567012 2.19554922430216 0.0390222700815301 0.0945583015203268 "randomLHD" 51
"maximin51" 0.0233851331440452 117.114515167601 1.31031818032203 0.0220349610343853 0.0366293282432523 "maximin" 52
"MaxPro51" 0.0278917235730827 32.3355012520454 1.23174324367405 0.0189456186445877 0.0523826267497154 "MaxPro" 52
"ud51" 0.026641236630327 34.1249613636416 0.726374586534728 0.00896126980250919 0.00730694528162883 "ud" 52
"UniPro51" 0.0325875690603349 58.3012751387211 0.950160878468886 0.0085321773952908 0.00532616703502779 "UniPro" 52
"randomLHD51" 0.0349620712300146 97.311325127464 1.90665386363722 0.0321796012757228 0.0701836782532985 "randomLHD" 52
"maximin52" 0.0229929212657356 82.4096642169299 1.25297837139982 0.0214042150103882 0.0334086799276673 "maximin" 53
"MaxPro52" 0.0283053320631349 32.9010051784179 1.16042679999417 0.0176283709813742 0.0447416448998727 "MaxPro" 53
"ud52" 0.0264960528802998 36.8118299409214 0.717034850017684 0.0088495318700376 0.00742833701694461 "ud" 53
"UniPro52" 0.030636882838268 42.1067654483502 0.904878886191796 0.00826020909869586 0.00420015404192619 "UniPro" 53
"randomLHD52" 0.0448507817977019 153.968559656951 2.13543222526889 0.0364748566642505 0.0936399102538343 "randomLHD" 53
"maximin53" 0.0229920486560768 72.2188138357157 1.25591838902619 0.0213334033300146 0.0260623869801085 "maximin" 54
"MaxPro53" 0.0285053936814739 32.5566141826795 1.22988929257291 0.0190653805202834 0.0511050833835644 "MaxPro" 54
"ud53" 0.0261447647908821 33.6301052886657 0.70001185088775 0.00876677473765283 0.00639441430580671 "ud" 54
"UniPro53" 0.0318604331817688 45.0630206625806 0.903355436179343 0.00846650792682077 0.00541407139508405 "UniPro" 54
"randomLHD53" 0.0430225331873767 111.084641788912 2.10881322544023 0.0376474183097768 0.0806325765186525 "randomLHD" 54
"maximin54" 0.0233041368901712 92.9912632569126 1.33208422627886 0.0230680181109801 0.0372488446855535 "maximin" 55
"MaxPro54" 0.0279834687274397 33.1313906947762 1.17691677646974 0.0174665580628383 0.0435260531779519 "MaxPro" 55
"ud54" 0.0260881130909854 32.8433283505997 0.708876947629977 0.00863726249573961 0.00710936976759761 "ud" 55
"UniPro54" 0.0289405780340563 40.5024332444265 0.898244789352343 0.00851035514709969 0.00515286986805974 "UniPro" 55
"randomLHD54" 0.0448940801118615 135.750983486173 2.17357757658696 0.0379706779358776 0.0705093429776974 "randomLHD" 55
"maximin55" 0.0234164866079593 68.9932256326043 1.25306154484304 0.0211502760629714 0.0321386712209497 "maximin" 56
"MaxPro55" 0.0277399343824642 32.944883946499 1.30653988027556 0.0204466627817191 0.062323354095506 "MaxPro" 56
"ud55" 0.0260421597923997 33.918059575882 0.706629294449357 0.00882095869759632 0.00709764918625678 "ud" 56
"UniPro55" 0.031586645913571 43.8216365999851 0.897941983139061 0.00845759679400059 0.00561667001540419 "UniPro" 56
"randomLHD55" 0.0486275639135421 96.0555082996193 2.136647636398 0.0346833483983601 0.0803805840198245 "randomLHD" 56
"maximin56" 0.0232028289449117 113.095535995741 1.27789005139225 0.0219142531137508 0.0280699551269172 "maximin" 57
"MaxPro56" 0.0283834724478543 32.5223083715169 1.22070372631273 0.0189797372969404 0.0540536467751658 "MaxPro" 57
"ud56" 0.0265397098174153 35.5090826521797 0.717913447738661 0.00888661072745919 0.00709178889558636 "ud" 57
"UniPro56" 0.0386615028385448 51.6027613576951 0.896890365881253 0.00843087211487258 0.00596661308686625 "UniPro" 57
"randomLHD56" 0.0372599657426506 96.8451338670069 1.98413380837059 0.0341153748527376 0.0756789565333869 "randomLHD" 57
"maximin57" 0.0229584966346374 95.9657696479452 1.24436017069582 0.0205917913043314 0.0212351818364477 "maximin" 58
"MaxPro57" 0.0281856584549471 32.6689621486674 1.17896142875089 0.0177866961766828 0.0398072801553814 "MaxPro" 58
"ud57" 0.026974478514644 33.4636010220301 0.707529522202077 0.00883017064655794 0.006940258522537 "ud" 58
"UniPro57" 0.0309930959006484 41.8507936130555 0.900296684989232 0.00848947676401896 0.00691681735985533 "UniPro" 58
"randomLHD57" 0.0409630554570518 99.1240339442498 2.30403296005803 0.0389394388350256 0.0922886946621124 "randomLHD" 58
"maximin58" 0.0228831586969442 98.287552535666 1.19050443723503 0.0202682177831308 0.0206232000535798 "maximin" 59
"MaxPro58" 0.0280118896650444 32.000877285949 1.16469207046315 0.0173671666705465 0.0470363672895318 "MaxPro" 59
"ud58" 0.0263358823525627 33.8849150667205 0.711431705774745 0.00888802325537189 0.00749447458308218 "ud" 59
"UniPro58" 0.0333661819979096 46.3987876066064 0.929448529675114 0.00841927107553056 0.00477948563391601 "UniPro" 59
"randomLHD58" 0.0424475490892041 118.061648966217 2.53863712695979 0.0417768913147879 0.104314011117809 "randomLHD" 59
"maximin59" 0.0233494037807189 81.7124917257235 1.31121611932667 0.0220245937771237 0.0310344250217668 "maximin" 60
"MaxPro59" 0.0280147530953764 32.8494536713159 1.13477718494999 0.0170084935748365 0.0329842274462528 "MaxPro" 60
"ud59" 0.0265585209303611 34.7248046682278 0.712879225385965 0.00882341754247264 0.00694863036635189 "ud" 60
"UniPro59" 0.0299954845112148 42.4098663612637 0.902619635946933 0.00846063547285669 0.00545593061415846 "UniPro" 60
"randomLHD59" 0.0374387563954804 112.910802246644 2.31234365280024 0.0414547150627047 0.105547183711741 "randomLHD" 60
"maximin60" 0.0231404443101084 89.5971434325926 1.3106759089738 0.0221991325257465 0.037040385774563 "maximin" 61
"MaxPro60" 0.028099585192509 33.0485528537895 1.18919156922337 0.0178945496574368 0.0442058468957203 "MaxPro" 61
"ud60" 0.0277950342855432 33.4407942303206 0.714383794231233 0.00882007804749209 0.00707337083919362 "ud" 61
"UniPro60" 0.0358271769741904 43.8149467952768 0.951400576179506 0.00845160662938729 0.0049996651262474 "UniPro" 61
"randomLHD60" 0.0357215088449076 85.663615707176 1.82561348755199 0.0314835018581792 0.0745579666465742 "randomLHD" 61
"maximin61" 0.0229732966366909 68.528034000548 1.19886733623995 0.0198270425947843 0.023686457705445 "maximin" 62
"MaxPro61" 0.0282790275151942 31.9437028857445 1.14042032766495 0.0168653421553314 0.0403715424285045 "MaxPro" 62
"ud61" 0.0264451650106343 34.8550198855288 0.712629862327585 0.00879196263873228 0.00850746768468287 "ud" 62
"UniPro61" 0.0352025795514929 43.5894391853327 0.909695097420071 0.00847938634479725 0.006125678119349 "UniPro" 62
"randomLHD61" 0.0393012544861118 97.8061946395159 2.09256906170392 0.0363251417856328 0.0837569486303664 "randomLHD" 62
"maximin62" 0.0230216476298821 65.0557887904715 1.25524024560477 0.0213733508397651 0.0271021699819168 "maximin" 63
"MaxPro62" 0.0278030171810666 32.1168135586239 1.1261957056296 0.0171005302308076 0.0431861563190677 "MaxPro" 63
"ud62" 0.026210670184479 33.7326038939553 0.713094909963852 0.00886364189025615 0.00747773089545241 "ud" 63
"UniPro62" 0.0321470459063611 43.192071059587 0.970035811242576 0.00835402885314696 0.00492348134753198 "UniPro" 63
"randomLHD62" 0.0401112905917427 149.445836384245 2.22325911876182 0.0372547181144579 0.083070457437546 "randomLHD" 63
"maximin63" 0.0230895003397237 80.8058406235287 1.25968658704776 0.0214888446141794 0.0258941129194294 "maximin" 64
"MaxPro63" 0.0287363415073561 32.5775288958539 1.25459824130552 0.0197113373771478 0.0602622061482821 "MaxPro" 64
"ud63" 0.0276221793265361 35.0159129272329 0.71796725927884 0.00889317854625045 0.00684649387181033 "ud" 64
"UniPro63" 0.0351461411018676 47.019455275568 0.932432827947705 0.00842224217974981 0.00456265487911058 "UniPro" 64
"randomLHD63" 0.0339942557850905 168.538496109913 2.07955774641868 0.0353267657567501 0.088772520259862 "randomLHD" 64
"maximin64" 0.0230825161465419 78.6411851844949 1.27982008330654 0.0216394532218774 0.0234595807380618 "maximin" 65
"MaxPro64" 0.0280917996885407 33.0866753594029 1.18057994954808 0.0178938826303703 0.0465240104480611 "MaxPro" 65
"ud64" 0.0277903852817441 39.5682769139224 0.719890117847943 0.00872073461139732 0.00738982653539616 "ud" 65
"UniPro64" 0.0313319847885816 41.8063332504283 0.904229718667415 0.00846390957302857 0.00557648516509276 "UniPro" 65
"randomLHD64" 0.0424940797383126 156.982966739803 2.15514005255428 0.0355270504421589 0.084663619315518 "randomLHD" 65
"maximin65" 0.0230796471692381 76.5304372864039 1.23170233079761 0.0208606337289891 0.0268886879646373 "maximin" 66
"MaxPro65" 0.028076422611147 32.6988281598024 1.29361334947076 0.0200742938329224 0.0608281427901681 "MaxPro" 66
"ud65" 0.0279963018604889 36.1222054458977 0.71367219577676 0.008756278870602 0.00792311298640412 "ud" 66
"UniPro65" 0.030719050665164 43.3039940147734 0.941842959231387 0.00846150958349196 0.00536216596343179 "UniPro" 66
"randomLHD65" 0.0460477926589812 122.03992876639 2.23417197290221 0.0396228799971345 0.0889433058736856 "randomLHD" 66
"maximin66" 0.0230711182655138 79.6087789091246 1.23767282293126 0.0209675934806797 0.0267781796262809 "maximin" 67
"MaxPro66" 0.0278421988169092 31.8601215368124 1.17813067739512 0.017469075763028 0.0489610541825732 "MaxPro" 67
"ud66" 0.026648352010763 35.0432560228167 0.714860221181501 0.00891695173960635 0.00892605987542696 "ud" 67
"UniPro66" 0.0324379976822381 49.1512126937962 0.917335580521761 0.00842742580836886 0.00429140713950841 "UniPro" 67
"randomLHD66" 0.0370867222365457 123.429177499915 2.28266034581934 0.0407705305795831 0.0892019958475655 "randomLHD" 67
"maximin67" 0.0230009735635229 116.327775261436 1.27937211194356 0.0221737440805534 0.0237484093496752 "maximin" 68
"MaxPro67" 0.0284902426655379 33.6162697398831 1.26144797833481 0.0192173406207502 0.0513018217132141 "MaxPro" 68
"ud67" 0.0265245067815435 33.3076632157592 0.712759013161146 0.00869440884060518 0.00655933962895988 "ud" 68
"UniPro67" 0.0323952707498935 54.4673173436162 0.921701822041765 0.00847595311724639 0.00573973611948296 "UniPro" 68
"randomLHD67" 0.0363681835440035 147.450746441264 2.18644061304356 0.0387855038113026 0.0946621123836314 "randomLHD" 68
"maximin68" 0.0229794032899747 85.6572100699398 1.2892249470617 0.0220045197502065 0.027658060411225 "maximin" 69
"MaxPro68" 0.029419576126889 33.7292129528755 1.23718097517522 0.0185033186655126 0.0496299645033822 "MaxPro" 69
"ud68" 0.0266035493267074 35.1915381124604 0.714114399834953 0.00877536325606387 0.00789381153305204 "ud" 69
"UniPro68" 0.0386530533422084 47.2716455890425 0.921504311157562 0.00831631130642149 0.00590466144263613 "UniPro" 69
"randomLHD68" 0.0361497350792245 113.093590278109 2.32621062094878 0.0398724222334675 0.103480175473846 "randomLHD" 69
"maximin69" 0.0229328914416452 74.8367234980312 1.2379303473194 0.0208749137757331 0.0288142120420601 "maximin" 70
"MaxPro69" 0.0284927352969917 32.0414185245882 1.14353007997152 0.0173767339312854 0.0417679659768267 "MaxPro" 70
"ud69" 0.0276853176947436 33.4205794473403 0.71478041487969 0.00879877895779042 0.00571127185051236 "ud" 70
"UniPro69" 0.0296047272354681 50.7167279074638 0.932094074085588 0.00844670855809464 0.00690844551604045 "UniPro" 70
"randomLHD69" 0.0344760960364511 123.83143458076 2.35985396123937 0.0418445378863704 0.0879378474315183 "randomLHD" 70
"maximin70" 0.023364648932969 90.0857304711809 1.32733687158832 0.0227042267814385 0.0337351818364477 "maximin" 71
"MaxPro70" 0.0271820717540586 32.4937157227568 1.17161953119191 0.0178475765652008 0.0398591855870337 "MaxPro" 71
"ud70" 0.0267544147110726 37.1626807067729 0.71307455143983 0.00874493287102186 0.00672593932087603 "ud" 71
"UniPro70" 0.0383971446415133 43.7344134078457 0.919795297551729 0.00840314907498453 0.00582429174201326 "UniPro" 71
"randomLHD70" 0.0429872579159503 126.002144240471 2.24895682176323 0.0395716409834573 0.091217935838189 "randomLHD" 71
"maximin71" 0.0228248523814199 68.5685889242728 1.2120724460194 0.0206035907079322 0.0239702632107695 "maximin" 72
"MaxPro71" 0.0288269215739784 32.0669638807881 1.21527820080181 0.0185780758327866 0.0507551403121023 "MaxPro" 72
"ud71" 0.0270650619401261 32.9235550970343 0.720631202699695 0.00896769593253834 0.00980761502913402 "ud" 72
"UniPro71" 0.0334038346954938 41.6319245360274 0.92216474959248 0.00854760403104608 0.00787204473913335 "UniPro" 72
"randomLHD71" 0.0336829796385785 100.680316545652 2.00915006060904 0.0338525923471569 0.0821445315116201 "randomLHD" 72
"maximin72" 0.0229697402009764 76.7908346232308 1.26981065027976 0.0216136942061053 0.0251188801821713 "maximin" 73
"MaxPro72" 0.0283263168146826 32.9942157140559 1.19649417612402 0.0177419944642092 0.0441958006831425 "MaxPro" 73
"ud72" 0.0260260378396256 37.8338648658467 0.710392088036671 0.00869549875411116 0.0063173933427098 "ud" 73
"UniPro72" 0.0333727099994111 41.9392974441155 0.954621628058483 0.0082825436062299 0.0055379746835443 "UniPro" 73
"randomLHD72" 0.0368670553104686 169.707426653552 1.95493077131768 0.0327927669948998 0.0678186323755944 "randomLHD" 73
"maximin73" 0.0232387600223058 74.5909258624154 1.3834407625485 0.0242935648115814 0.0406871609403255 "maximin" 74
"MaxPro73" 0.027769170840311 32.1817377710727 1.14596994078107 0.016873527405761 0.0371416850847231 "MaxPro" 74
"ud73" 0.026243611649271 33.1384508959444 0.705597652699996 0.00876733713302061 0.00762088942468689 "ud" 74
"UniPro73" 0.0327357130879877 44.3871990472193 0.902629083478845 0.00843851676819753 0.0059917286183109 "UniPro" 74
"randomLHD73" 0.0381392155276765 94.7230600181578 2.20649249192209 0.038305174570245 0.0892053445850914 "randomLHD" 74
"maximin74" 0.0229327407792566 117.850004422718 1.27818195395457 0.0221150108216338 0.0242155582345456 "maximin" 75
"MaxPro74" 0.0272879672923757 32.0701762844871 1.20554897846057 0.018050998021682 0.0611471100395151 "MaxPro" 75
"ud74" 0.0272792779250425 34.2676184575297 0.712097568767711 0.00877698940702394 0.00700472171991159 "ud" 75
"UniPro74" 0.0316587543568181 43.596539930042 0.91079431616008 0.00841648961626001 0.00520979840600094 "UniPro" 75
"randomLHD74" 0.0401694155410495 142.531687970705 2.18984550563366 0.037278238447886 0.0824408947826669 "randomLHD" 75
"maximin75" 0.0229429724432357 79.6032641943662 1.2401558827567 0.0211195078047496 0.026099223092894 "maximin" 76
"MaxPro75" 0.0287608762058316 32.503477810357 1.22374397273022 0.0188852439759388 0.0533579465541491 "MaxPro" 76
"ud75" 0.0274267386533841 35.5011837525698 0.714718876451537 0.00885600159660216 0.00542579197642489 "ud" 76
"UniPro75" 0.0333737244880658 43.1788071476186 0.920219582910176 0.00851361616831213 0.0066145937981381 "UniPro" 76
"randomLHD75" 0.0381466201394963 87.5754830996242 2.03329514845836 0.0344229048471503 0.0740221686424218 "randomLHD" 76
"maximin76" 0.0231700187582491 176.627503253936 1.2701561171319 0.0213524223206474 0.0275852253700355 "maximin" 77
"MaxPro76" 0.0281414243912666 32.7768384023424 1.26247857845303 0.0204775661892382 0.0585836514633983 "MaxPro" 77
"ud76" 0.0274689646112653 35.2234949103685 0.711046389171233 0.00876856655544177 0.0050565936641886 "ud" 77
"UniPro76" 0.0325344259757718 44.1386059707709 0.960501805322189 0.0084102640303476 0.00536970062286518 "UniPro" 77
"randomLHD76" 0.0459734964678188 157.907428425402 2.12009198806633 0.0376119721427929 0.0984595807380618 "randomLHD" 77
"maximin77" 0.0234089767735035 80.4730244633316 1.28247857026407 0.0220236324734061 0.0435921907440895 "maximin" 78
"MaxPro77" 0.0278523754962951 32.3171854852412 1.22481041927098 0.0182368740505666 0.0527635456432925 "MaxPro" 78
"ud77" 0.0322637869001486 33.6639980524707 0.715952478993054 0.00879902091860015 0.00519054316522671 "ud" 78
"UniPro77" 0.0329941975288041 44.6315317448779 0.909477598225106 0.00841930595276395 0.00543834974214721 "UniPro" 78
"randomLHD77" 0.0343253244647326 88.5272502243784 2.3609312938877 0.0425718415275392 0.103151162011922 "randomLHD" 78
"maximin78" 0.0232971321142185 95.3984194567325 1.30731870164282 0.0224346061585355 0.0304467215859621 "maximin" 79
"MaxPro78" 0.028403197388604 34.1550631647749 1.31656044165189 0.020608922564791 0.0561164690911526 "MaxPro" 79
"ud78" 0.0260720091483381 34.2153876661971 0.716744003184955 0.00879857623387117 0.00885657357176345 "ud" 79
"UniPro78" 0.0306461586593893 47.4018738976274 0.882128956453831 0.00849631924098801 0.00474599825865649 "UniPro" 79
"randomLHD78" 0.0330580423811762 97.1301583530851 1.94203753687656 0.0312978721497669 0.0687579532516241 "randomLHD" 79
"maximin79" 0.0234757344304131 76.6993182760774 1.24143162470896 0.0209349396720817 0.0275299712008573 "maximin" 80
"MaxPro79" 0.028084434886311 32.526937789414 1.28688226925089 0.0198851262652785 0.0577774429040252 "MaxPro" 80
"ud79" 0.0267107604967135 33.8445332428924 0.71132997919956 0.00869304862855316 0.00573471301319403 "ud" 80
"UniPro79" 0.0314475083916547 44.4704943581256 0.913944310420689 0.00850347561305968 0.00680379746835443 "UniPro" 80
"randomLHD79" 0.0431557793359512 91.9399147012291 1.97803893623394 0.0329102400522332 0.0695264885138303 "randomLHD" 80
"maximin80" 0.0228266557581661 75.409047007582 1.22106950962901 0.0208923175145738 0.0226341169379144 "maximin" 81
"MaxPro80" 0.0282948490303811 31.6783288247592 1.18193616497753 0.0172243269662944 0.046597682673632 "MaxPro" 81
"ud80" 0.0269020999308411 37.6422345801444 0.711863569941529 0.00867786177376519 0.00699467550733374 "ud" 81
"UniPro80" 0.0312853806283904 44.2599177949352 0.910313606502644 0.00839695618644609 0.0057079231129864 "UniPro" 81
"randomLHD80" 0.0442701642439348 107.057555704896 2.17702168823406 0.0380698121086001 0.0902735918558703 "randomLHD" 81
"maximin81" 0.0231584717863475 94.8088504910515 1.2329182305761 0.0208920450361902 0.0299619918290804 "maximin" 82
"MaxPro81" 0.0279734246675201 32.8926463812082 1.17952252149167 0.0175526852077817 0.0418474984930681 "MaxPro" 82
"ud81" 0.0266713255170971 36.8061720845834 0.706696174147492 0.00872460380432934 0.00948864777978702 "ud" 82
"UniPro81" 0.0301939737584713 44.7734324320756 0.890599787434576 0.00837310887897569 0.00598670551202197 "UniPro" 82
"randomLHD81" 0.0447397690502869 158.615861552871 2.29633400889631 0.0397683594718888 0.0964762909383163 "randomLHD" 82
"maximin82" 0.0229818300132048 83.860705742846 1.27181545127573 0.0215093197292682 0.0293156854865716 "maximin" 83
"MaxPro82" 0.028557113468762 34.4332365631156 1.2715710454104 0.0197321852426578 0.0569419328913 "MaxPro" 83
"ud82" 0.0262713428207752 32.4745146629474 0.714767427763885 0.00867593044705621 0.00594735784609202 "ud" 83
"UniPro82" 0.0333278082109249 40.4418481455575 0.995017156823419 0.00834911334325651 0.00616000267899002 "UniPro" 83
"randomLHD82" 0.0469064043002959 169.833464092841 1.94070304138643 0.0324305124434338 0.0625879043600563 "randomLHD" 83
"maximin83" 0.0228575110407133 77.9969637685088 1.2474943424847 0.0212906678214962 0.0248794454490657 "maximin" 84
"MaxPro83" 0.0278614782349712 32.0950621740407 1.20394045260017 0.0182589992947031 0.0511151295961423 "MaxPro" 84
"ud83" 0.0275160212441359 36.5943304079698 0.708693285303674 0.00868327428424111 0.00679458844015806 "ud" 84
"UniPro83" 0.0330427367436807 41.7780548873433 0.930299399769785 0.00843201434422257 0.00538644431049494 "UniPro" 84
"randomLHD83" 0.042276403356116 156.711043777604 2.11767529664848 0.0361583980984116 0.0841688433460585 "randomLHD" 84
"maximin84" 0.0231929906945208 85.1116775457073 1.29398385708506 0.0219369320339509 0.0282072533654812 "maximin" 85
"MaxPro84" 0.0291090780866449 31.9142280149941 1.24301017388173 0.018035198635527 0.0406109771616101 "MaxPro" 85
"ud84" 0.0267878748178877 34.6244457400871 0.715951022429095 0.00875989738342645 0.00681551804969526 "ud" 85
"UniPro84" 0.0357425385307816 43.97575359156 0.933152272650051 0.00831161377921885 0.00445382090951711 "UniPro" 85
"randomLHD84" 0.0334093685253646 103.340250731875 2.27346791851093 0.0401945810469349 0.101793248945148 "randomLHD" 85
"maximin85" 0.0233383727028992 102.233779043014 1.29056744940155 0.0221430542960865 0.0390521398432791 "maximin" 86
"MaxPro85" 0.0293090938183057 32.6010801629251 1.19228279429702 0.0180868670751268 0.0431175071997857 "MaxPro" 86
"ud85" 0.0262168456116718 33.803882795111 0.708994578223221 0.00888218567863218 0.00618846694796062 "ud" 86
"UniPro85" 0.0318884360363589 42.7736941486534 0.956256079235995 0.00839835563538303 0.00532114392873887 "UniPro" 86
"randomLHD85" 0.0381110977326138 119.087781242832 2.34219794126727 0.0407903321281326 0.0979639675842208 "randomLHD" 86
"maximin86" 0.022991707769901 137.257289956847 1.2571756532652 0.0214520447746114 0.0290159734779988 "maximin" 87
"MaxPro86" 0.0282460167596342 32.9321012682639 1.2395731441164 0.0191388864668584 0.0517597615698882 "MaxPro" 87
"ud86" 0.0269966176975148 35.9991052851203 0.710079826938448 0.00887852792891761 0.00717467014935369 "ud" 87
"UniPro86" 0.0363482471282416 41.870710179919 0.93504057702054 0.00841878715393818 0.00502478065769205 "UniPro" 87
"randomLHD86" 0.0518515877506865 135.58530038197 2.39339486767032 0.0416047154986648 0.0865472841738665 "randomLHD" 87
"maximin87" 0.0232323618761409 104.631013833584 1.28256413679426 0.0218946978856528 0.024789029535865 "maximin" 88
"MaxPro87" 0.0282605952385326 32.5227093339591 1.21746390823689 0.0184936315142933 0.0533721786886344 "MaxPro" 88
"ud87" 0.0278066749777148 34.1143033613172 0.712425973757491 0.00896690465533 0.00815417587569486 "ud" 88
"UniPro87" 0.0306094734487282 41.1801672339654 0.954636758245142 0.00844131566608008 0.00586698814546916 "UniPro" 88
"randomLHD87" 0.0594354755662115 241.425715389863 2.21849274307708 0.0372929762582835 0.0849373786082647 "randomLHD" 88
"maximin88" 0.023463931482182 227.796510048135 1.34301676426776 0.0230166962638667 0.030273424418994 "maximin" 89
"MaxPro88" 0.028310285019987 32.0936967847042 1.13121568820327 0.0170112488761722 0.0446478802491461 "MaxPro" 89
"ud88" 0.0262657846492945 38.2750733719557 0.71139941953744 0.00882963222926907 0.00656938584153774 "ud" 89
"UniPro88" 0.0300473337164085 42.9738836680519 0.949449513397482 0.00835477217415968 0.00576317728216462 "UniPro" 89
"randomLHD88" 0.035185943576793 170.861384567021 2.13249336463608 0.0378974771651004 0.0807698747572165 "randomLHD" 89
"maximin89" 0.022954189563023 83.4666303989358 1.19904857483255 0.0203108007037441 0.0255240774228116 "maximin" 90
"MaxPro89" 0.0274763765235663 32.8544372379585 1.19121869679044 0.018110899667885 0.0478777375929275 "MaxPro" 90
"ud89" 0.0265020240903002 35.9850256379498 0.71780085074451 0.00882820662241046 0.00907759024847632 "ud" 90
"UniPro89" 0.0295387945119945 42.8174551206464 0.902538315080248 0.00847013951860362 0.00377402719174871 "UniPro" 90
"randomLHD89" 0.0356701475040919 89.450804370853 2.04598077561875 0.0339338955349447 0.0873978635054584 "randomLHD" 90
"maximin90" 0.0229265579787094 81.2888644197044 1.2341231672282 0.0209628065805642 0.0272721184113589 "maximin" 91
"MaxPro90" 0.0280282158301169 32.3236151541698 1.1243592111754 0.0167437448652993 0.0425842207487777 "MaxPro" 91
"ud90" 0.026694904349319 34.2292669105049 0.718095169251498 0.00888060530406277 0.00802692384970866 "ud" 91
"UniPro90" 0.0329512391559246 42.3898782332061 0.915155261215461 0.00845649816119676 0.00533872480075012 "UniPro" 91
"randomLHD90" 0.0424429980893833 105.782421942983 2.21172518743911 0.0378337499225053 0.0903974951443306 "randomLHD" 91
"maximin91" 0.0227595783754934 78.8864278054404 1.20546842754594 0.0202268141489274 0.0237249681869935 "maximin" 92
"MaxPro91" 0.0287420266731886 33.9737969387209 1.25052868830018 0.0185937182714063 0.0565099457504521 "MaxPro" 92
"ud91" 0.0265839610643957 35.3955193335773 0.714216622498198 0.00877746678913278 0.00834756546781863 "ud" 92
"UniPro91" 0.0321121186626132 44.2540351084267 0.93977156999685 0.0084593341161409 0.00421354899203 "UniPro" 92
"randomLHD91" 0.0378911668532382 97.8162866190974 2.07680474632586 0.0353056999085381 0.0733825597749648 "randomLHD" 92
"maximin92" 0.0232216518164418 67.8351366961242 1.31930414495813 0.0222321024092469 0.0329574375460451 "maximin" 93
"MaxPro92" 0.0279374550037835 32.260630511507 1.25946547617344 0.0195981999957406 0.0578276739669145 "MaxPro" 93
"ud92" 0.0263465521876638 34.4395690339794 0.714722790288169 0.00886336069259551 0.00683644765923247 "ud" 93
"UniPro92" 0.0344478522847476 41.5382300262077 0.928699246069731 0.00845054941327507 0.00499631638872145 "UniPro" 93
"randomLHD92" 0.0333788530425504 85.5994668662047 2.28279621278487 0.0396515316433366 0.0949492666264818 "randomLHD" 93
"maximin93" 0.0234964869204064 145.974634257723 1.29950943037274 0.0220655963231741 0.0293968923715759 "maximin" 94
"MaxPro93" 0.0286376658683402 31.9235164089902 1.12385874694554 0.0169307936410935 0.0292922443238899 "MaxPro" 94
"ud93" 0.0274294229472614 39.2992296194732 0.708399518700054 0.0087785349043662 0.00817929140713951 "ud" 94
"UniPro93" 0.0320274893642702 41.4332440131947 0.916162626348482 0.00839437527126799 0.00483808854062019 "UniPro" 94
"randomLHD93" 0.0523501929658167 114.366401735551 2.46343650538001 0.0444522692968005 0.102473042662916 "randomLHD" 94
"maximin94" 0.0231539102837316 86.1597822530982 1.28696145346392 0.0219281604100834 0.028398968588842 "maximin" 95
